date,price_oil,price_gas,price_coal,price_electricity,price_food,price_critical-minerals,price_steel,price_consumer-goods,price_electronics,price_arms,price_pharma,price_services,gdp_FRA,gdp_DEU,gdp_GBR,gdp_ITA,gdp_ESP,gdp_POL,gdp_UKR,gdp_RUS,gdp_TUR,gdp_NOR,debt_FRA,debt_DEU,debt_GBR,debt_ITA,debt_ESP,debt_POL,debt_UKR,debt_RUS,debt_TUR,debt_NOR,stability_FRA,stability_DEU,stability_GBR,stability_ITA,stability_ESP,stability_POL,stability_UKR,stability_RUS,stability_TUR,stability_NOR,shortage_FRA,shortage_DEU,shortage_GBR,shortage_ITA,shortage_ESP,shortage_POL,shortage_UKR,shortage_RUS,shortage_TUR,shortage_NOR,gas_coverage_FRA,gas_coverage_DEU,gas_coverage_GBR,gas_coverage_ITA,gas_coverage_ESP,gas_coverage_POL,gas_coverage_UKR,gas_coverage_RUS,gas_coverage_TUR,gas_coverage_NOR
2026-11-01,0.9930,0.9942,1.0043,1.0004,1.0063,1.0008,0.9974,1.0009,1.0015,0.9954,1.0046,1.0002,3408.48,5108.10,4041.29,2558.87,1924.57,1064.77,216.77,2582.05,1654.05,538.34,1.1621,0.6554,1.0560,1.4401,1.0447,0.5908,0.9796,0.2209,0.2595,0.2922,0.6042,0.6974,0.6319,0.5688,0.6321,0.7035,0.6483,0.6926,0.6969,0.7229,0.0059,0.0040,0.0161,0.0066,0.0095,0.0031,0.0037,0.0009,0.0031,0.0070,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
2026-12-01,0.9958,0.9963,1.0052,0.9995,1.0068,1.0022,0.9944,1.0004,1.0020,0.9948,1.0069,1.0006,3412.52,5106.58,4041.66,2561.05,1931.31,1065.81,216.70,2582.68,1656.46,537.99,1.1625,0.6577,1.0586,1.4432,1.0439,0.5915,0.9807,0.2232,0.2610,0.2790,0.6186,0.7088,0.6285,0.5651,0.6096,0.6911,0.6537,0.6754,0.7052,0.7075,0.0174,0.0135,0.0279,0.0142,0.0179,0.0100,0.0057,0.0009,0.0118,0.0043,0.9536,0.9579,0.9759,0.9610,0.9550,0.9672,0.9969,1.0000,0.9677,1.0000
2027-01-01,0.9968,0.9972,1.0067,0.9967,1.0064,0.9978,0.9943,0.9997,1.0004,0.9946,1.0085,1.0009,3413.54,5101.96,4056.39,2568.64,1938.12,1067.79,216.92,2585.87,1665.24,538.31,1.1637,0.6604,1.0570,1.4425,1.0428,0.5915,0.9801,0.2252,0.2614,0.2654,0.6052,0.6808,0.6158,0.5716,0.6315,0.6653,0.6443,0.6766,0.6810,0.6849,0.0086,0.0060,0.0063,0.0072,0.0082,0.0036,0.0017,0.0001,0.0049,0.0014,0.9828,0.9836,0.9911,0.9857,0.9843,0.9869,0.9988,1.0000,0.9880,1.0000
2027-02-01,0.9973,0.9961,1.0069,0.9960,1.0044,0.9942,0.9951,0.9993,1.0002,0.9955,1.0083,1.0016,3410.97,5111.19,4074.22,2575.37,1943.19,1074.62,217.26,2593.01,1670.04,538.91,1.1658,0.6611,1.0539,1.4416,1.0423,0.5888,0.9785,0.2269,0.2625,0.2516,0.5969,0.6662,0.6502,0.5965,0.6478,0.6685,0.6528,0.6858,0.7048,0.6849,0.0036,0.0014,0.0191,0.0018,0.0035,0.0009,0.0028,0.0010,0.0017,0.0030,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
2027-03-01,0.9976,0.9971,1.0078,0.9958,1.0040,0.9934,0.9955,0.9981,1.0013,0.9964,1.0096,1.0004,3408.78,5121.79,4080.21,2577.27,1944.82,1074.66,217.59,2599.55,1675.82,538.40,1.1676,0.6613,1.0536,1.4429,1.0435,0.5898,0.9765,0.2286,0.2635,0.2383,0.5853,0.6802,0.6704,0.6114,0.6518,0.7085,0.6616,0.7038,0.7009,0.6879,0.0079,0.0054,0.0224,0.0075,0.0079,0.0030,0.0029,0.0011,0.0061,0.0031,0.9768,0.9785,0.9879,0.9807,0.9780,0.9832,0.9984,1.0000,0.9842,1.0000
2027-04-01,0.9987,0.9965,1.0086,0.9977,1.0066,0.9903,0.9963,0.9976,1.0029,0.9978,1.0092,0.9996,3409.05,5142.79,4078.28,2580.98,1950.34,1079.83,218.09,2603.20,1687.00,539.31,1.1682,0.6601,1.0552,1.4425,1.0424,0.5880,0.9737,0.2306,0.2636,0.2244,0.5740,0.6911,0.6576,0.6007,0.6343,0.6758,0.6688,0.7157,0.7009,0.6702,0.0055,0.0055,0.0220,0.0158,0.0098,0.0019,0.0037,0.0016,0.0038,0.0080,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
2027-05-01,0.9976,0.9967,1.0078,0.9969,1.0082,0.9903,0.9980,1.0019,1.0033,1.0010,1.0101,0.9977,3417.10,5143.14,4083.95,2580.45,1951.12,1084.31,218.31,2602.66,1694.45,540.46,1.1659,0.6612,1.0545,1.4439,1.0437,0.5865,0.9721,0.2329,0.2643,0.2104,0.5730,0.7138,0.6353,0.5975,0.6412,0.6998,0.6783,0.7122,0.7290,0.6801,0.0031,0.0005,0.0199,0.0024,0.0049,0.0004,0.0026,0.0004,0.0005,0.0068,0.9968,0.9963,0.9983,0.9973,0.9977,0.9968,0.9997,1.0000,0.9974,1.0000
2027-06-01,0.9966,0.9953,1.0082,0.9985,1.0078,0.9905,0.9958,1.0017,1.0015,1.0041,1.0080,0.9968,3421.62,5144.50,4099.75,2584.64,1948.38,1088.67,218.78,2609.48,1695.77,541.48,1.1645,0.6620,1.0510,1.4423,1.0466,0.5852,0.9694,0.2347,0.2659,0.1964,0.5848,0.6976,0.6375,0.5896,0.6287,0.7106,0.6747,0.6973,0.7300,0.6926,0.0016,0.0027,0.0169,0.0094,0.0013,0.0001,0.0006,0.0001,0.0005,0.0010,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
2027-07-01,0.9977,0.9929,1.0089,0.9957,1.0084,0.9931,0.9927,1.0037,1.0009,1.0042,1.0057,0.9973,3426.45,5143.84,4105.44,2586.13,1951.80,1091.59,219.67,2607.51,1699.39,541.74,1.1627,0.6629,1.0498,1.4420,1.0461,0.5846,0.9648,0.2372,0.2672,0.1827,0.5868,0.6851,0.6653,0.5963,0.6025,0.7179,0.6842,0.7135,0.6948,0.7031,0.0055,0.0044,0.0047,0.0058,0.0063,0.0027,0.0011,0.0000,0.0028,0.0018,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
2027-08-01,0.9976,0.9917,1.0110,0.9950,1.0062,0.9954,0.9930,1.0040,0.9977,1.0023,1.0037,0.9970,3433.17,5141.57,4113.97,2588.97,1958.06,1094.32,219.81,2613.51,1703.88,542.98,1.1602,0.6639,1.0476,1.4407,1.0439,0.5841,0.9639,0.2390,0.2684,0.1686,0.5870,0.6749,0.6637,0.5929,0.6126,0.7092,0.7049,0.6937,0.6874,0.6949,0.0071,0.0032,0.0219,0.0054,0.0062,0.0007,0.0016,0.0003,0.0047,0.0032,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
2027-09-01,0.9943,0.9910,1.0101,0.9962,1.0056,0.9947,0.9928,1.0067,0.9980,1.0035,1.0038,0.9967,3441.29,5146.29,4116.74,2596.46,1961.50,1100.32,219.72,2620.58,1711.50,544.40,1.1573,0.6637,1.0469,1.4365,1.0429,0.5819,0.9643,0.2407,0.2691,0.1546,0.5902,0.6665,0.6591,0.5951,0.6325,0.7033,0.6894,0.7058,0.6861,0.7047,0.0029,0.0016,0.0190,0.0065,0.0024,0.0000,0.0033,0.0010,0.0007,0.0043,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
2027-10-01,0.9938,0.9916,1.0094,0.9990,1.0067,0.9946,0.9937,1.0064,0.9977,1.0045,1.0050,0.9975,3448.18,5148.91,4116.67,2596.90,1964.07,1104.88,220.01,2623.57,1718.02,545.58,1.1548,0.6636,1.0469,1.4361,1.0422,0.5805,0.9632,0.2427,0.2699,0.1406,0.5972,0.6740,0.6457,0.6141,0.6355,0.7280,0.6665,0.7189,0.7055,0.7147,0.0043,0.0051,0.0201,0.0159,0.0057,0.0017,0.0027,0.0007,0.0018,0.0058,0.9859,0.9867,0.9926,0.9882,0.9869,0.9895,0.9990,1.0000,0.9902,1.0000
2027-11-01,0.9940,0.9932,1.0087,1.0002,1.0088,0.9947,0.9945,1.0063,0.9989,1.0056,1.0085,0.9978,3456.01,5149.87,4122.09,2594.37,1964.63,1106.51,219.19,2622.67,1716.57,548.15,1.1522,0.6634,1.0456,1.4375,1.0423,0.5806,0.9668,0.2452,0.2720,0.1262,0.5984,0.6725,0.6323,0.5963,0.6309,0.7283,0.6697,0.7127,0.7087,0.7150,0.0069,0.0064,0.0221,0.0145,0.0095,0.0034,0.0028,0.0007,0.0037,0.0072,0.9678,0.9707,0.9832,0.9730,0.9688,0.9773,0.9978,1.0000,0.9779,1.0000
2027-12-01,0.9917,0.9938,1.0087,1.0005,1.0119,0.9943,0.9964,1.0048,0.9972,1.0074,1.0094,0.9972,3460.15,5153.05,4125.43,2592.58,1971.44,1109.31,219.37,2624.56,1722.41,548.86,1.1509,0.6629,1.0448,1.4384,1.0390,0.5801,0.9662,0.2474,0.2730,0.1123,0.6002,0.6687,0.6339,0.5768,0.6181,0.7059,0.6295,0.6962,0.6716,0.7357,0.0029,0.0024,0.0192,0.0070,0.0066,0.0014,0.0010,0.0002,0.0014,0.0072,0.9866,0.9870,0.9930,0.9888,0.9877,0.9897,0.9990,1.0000,0.9905,1.0000
2028-01-01,0.9905,0.9967,1.0063,0.9979,1.0166,0.9943,0.9968,1.0022,0.9966,1.0095,1.0120,0.9965,3462.76,5159.14,4126.65,2595.72,1975.47,1113.18,219.23,2621.63,1733.26,549.34,1.1501,0.6619,1.0445,1.4367,1.0369,0.5790,0.9670,0.2500,0.2731,0.0985,0.5963,0.6723,0.6320,0.5680,0.6418,0.7000,0.6441,0.6942,0.6859,0.7185,0.0094,0.0076,0.0079,0.0117,0.0145,0.0060,0.0016,0.0002,0.0061,0.0100,0.9405,0.9458,0.9692,0.9494,0.9421,0.9573,0.9959,1.0000,0.9569,1.0000
2028-02-01,0.9903,0.9946,1.0071,0.9969,1.0178,0.9907,0.9962,1.0006,0.9978,1.0103,1.0101,0.9973,3472.41,5158.77,4132.68,2600.13,1978.61,1117.26,219.52,2624.74,1743.31,549.25,1.1469,0.6618,1.0430,1.4343,1.0351,0.5779,0.9659,0.2521,0.2734,0.0847,0.5896,0.6761,0.6316,0.5766,0.6379,0.7029,0.6389,0.6780,0.7145,0.7048,0.0018,0.0009,0.0110,0.0037,0.0047,0.0000,0.0011,0.0011,0.0021,0.0036,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
2028-03-01,0.9920,0.9943,1.0070,0.9962,1.0172,0.9880,0.9967,0.9993,0.9982,1.0121,1.0095,0.9980,3470.73,5170.75,4127.61,2595.52,1986.69,1122.81,220.05,2629.47,1742.80,549.21,1.1475,0.6603,1.0443,1.4371,1.0307,0.5760,0.9636,0.2540,0.2754,0.0709,0.5997,0.6720,0.6386,0.5915,0.6380,0.7094,0.6519,0.6859,0.7317,0.6922,0.0049,0.0040,0.0187,0.0036,0.0052,0.0033,0.0030,0.0007,0.0030,0.0012,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
2028-04-01,0.9931,0.9970,1.0046,0.9953,1.0145,0.9875,0.9977,0.9987,1.0014,1.0113,1.0099,0.9985,3476.76,5179.85,4132.79,2601.55,1990.53,1127.74,220.36,2629.37,1746.81,549.32,1.1456,0.6591,1.0430,1.4340,1.0287,0.5744,0.9624,0.2564,0.2766,0.0570,0.5838,0.6897,0.6139,0.5670,0.6610,0.7248,0.6719,0.6985,0.6840,0.6829,0.0113,0.0094,0.0235,0.0091,0.0122,0.0075,0.0046,0.0020,0.0097,0.0028,0.9446,0.9494,0.9713,0.9528,0.9461,0.9602,0.9961,1.0000,0.9598,1.0000
2028-05-01,0.9935,1.0000,1.0052,0.9929,1.0134,0.9878,0.9985,0.9971,1.0023,1.0086,1.0112,0.9984,3479.94,5187.63,4137.20,2610.38,1998.21,1129.84,220.71,2628.67,1748.74,550.83,1.1446,0.6582,1.0420,1.4294,1.0249,0.5743,0.9609,0.2589,0.2782,0.0429,0.5866,0.6917,0.6207,0.5864,0.6512,0.7260,0.6731,0.6888,0.6788,0.6793,0.0118,0.0098,0.0071,0.0100,0.0114,0.0071,0.0013,0.0000,0.0079,0.0007,0.9378,0.9432,0.9678,0.9468,0.9393,0.9551,0.9957,1.0000,0.9543,1.0000
2028-06-01,0.9942,1.0017,1.0062,0.9923,1.0097,0.9891,0.9954,0.9960,1.0019,1.0077,1.0122,0.9993,3480.06,5182.47,4141.40,2610.86,2000.87,1133.17,220.98,2628.97,1753.49,552.61,1.1447,0.6590,1.0409,1.4293,1.0237,0.5736,0.9598,0.2612,0.2794,0.0288,0.5842,0.6914,0.6333,0.6128,0.6642,0.7030,0.6781,0.6802,0.6649,0.7029,0.0105,0.0077,0.0188,0.0084,0.0101,0.0051,0.0024,0.0005,0.0074,0.0023,0.9644,0.9676,0.9815,0.9702,0.9655,0.9749,0.9977,1.0000,0.9755,1.0000
2028-07-01,0.9929,1.0038,1.0052,0.9955,1.0099,0.9905,0.9969,0.9951,1.0000,1.0072,1.0128,0.9998,3484.25,5177.41,4147.35,2613.47,2003.20,1135.81,220.93,2636.77,1761.07,555.36,1.1434,0.6597,1.0395,1.4281,1.0227,0.5733,0.9601,0.2628,0.2801,0.0147,0.5786,0.6714,0.6321,0.5999,0.6502,0.7013,0.6762,0.6787,0.6714,0.7176,0.0107,0.0100,0.0244,0.0200,0.0095,0.0053,0.0042,0.0008,0.0055,0.0057,0.9552,0.9593,0.9768,0.9623,0.9566,0.9683,0.9971,1.0000,0.9687,1.0000
2028-08-01,0.9952,1.0044,1.0014,0.9972,1.0092,0.9920,0.9981,0.9937,1.0010,1.0066,1.0145,1.0000,3501.50,5176.85,4144.00,2615.23,2001.21,1138.85,220.82,2637.53,1766.90,556.41,1.1378,0.6599,1.0403,1.4273,1.0239,0.5727,0.9606,0.2651,0.2811,0.0007,0.5813,0.6571,0.6338,0.5927,0.6396,0.6947,0.6626,0.7011,0.6896,0.7402,0.0086,0.0093,0.0206,0.0141,0.0078,0.0057,0.0034,0.0002,0.0045,0.0014,0.9869,0.9871,0.9932,0.9891,0.9884,0.9896,0.9990,1.0000,0.9906,1.0000
2028-09-01,0.9950,1.0050,1.0010,0.9985,1.0100,0.9930,0.9952,0.9946,0.9998,1.0052,1.0183,0.9982,3504.03,5191.94,4142.86,2618.27,2006.87,1144.25,221.02,2645.49,1776.84,556.99,1.1369,0.6581,1.0406,1.4259,1.0212,0.5710,0.9594,0.2667,0.2814,-0.0134,0.6050,0.6552,0.6157,0.5887,0.6109,0.6928,0.6498,0.6926,0.6941,0.7302,0.0046,0.0038,0.0198,0.0101,0.0050,0.0015,0.0028,0.0004,0.0013,0.0056,0.9897,0.9895,0.9947,0.9913,0.9912,0.9914,0.9992,1.0000,0.9924,1.0000
2028-10-01,0.9975,1.0046,1.0029,1.0024,1.0091,0.9930,0.9939,0.9956,0.9993,1.0049,1.0182,0.9975,3504.58,5192.70,4146.97,2622.85,2011.06,1148.01,220.54,2648.24,1784.70,557.71,1.1371,0.6581,1.0394,1.4236,1.0193,0.5701,0.9615,0.2688,0.2820,-0.0275,0.5984,0.6820,0.6112,0.5920,0.6293,0.7110,0.6556,0.7108,0.7169,0.7157,0.0120,0.0114,0.0241,0.0224,0.0115,0.0048,0.0045,0.0005,0.0073,0.0035,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
2028-11-01,0.9977,1.0026,1.0031,1.0041,1.0097,0.9942,0.9946,0.9965,0.9970,1.0066,1.0173,0.9976,3510.38,5191.25,4158.21,2629.17,2017.36,1150.61,221.20,2651.02,1795.01,556.90,1.1355,0.6584,1.0366,1.4203,1.0163,0.5697,0.9587,0.2709,0.2823,-0.0417,0.5881,0.6724,0.6169,0.5934,0.6326,0.7089,0.6326,0.7065,0.7188,0.7105,0.0017,0.0033,0.0167,0.0105,0.0026,0.0006,0.0002,0.0000,0.0008,0.0014,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
2028-12-01,0.9987,0.9992,1.0059,1.0041,1.0105,0.9956,0.9960,0.9966,0.9941,1.0044,1.0177,0.9980,3509.75,5210.06,4163.81,2636.62,2019.20,1154.63,221.88,2651.36,1796.79,558.05,1.1360,0.6561,1.0352,1.4165,1.0155,0.5687,0.9557,0.2732,0.2839,-0.0556,0.5945,0.6660,0.6427,0.6088,0.6506,0.6998,0.6684,0.7034,0.7379,0.6795,0.0098,0.0066,0.0234,0.0122,0.0110,0.0024,0.0017,0.0001,0.0072,0.0040,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
2029-01-01,1.0008,0.9975,1.0065,1.0044,1.0138,0.9966,0.9966,0.9967,0.9943,1.0022,1.0164,0.9986,3509.16,5212.11,4162.61,2635.19,2023.27,1160.79,222.56,2657.24,1801.28,560.29,1.1366,0.6559,1.0358,1.4173,1.0137,0.5667,0.9531,0.2750,0.2851,-0.0695,0.5840,0.6929,0.6405,0.6182,0.6364,0.7043,0.6859,0.6942,0.7042,0.6918,0.0071,0.0061,0.0210,0.0111,0.0112,0.0039,0.0024,0.0001,0.0037,0.0070,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
2029-02-01,0.9995,0.9959,1.0050,1.0054,1.0152,0.9945,0.9976,0.9967,0.9930,1.0007,1.0131,0.9989,3513.90,5221.97,4169.94,2635.90,2031.31,1164.43,222.81,2658.96,1804.94,561.23,1.1354,0.6548,1.0343,1.4171,1.0098,0.5658,0.9522,0.2772,0.2864,-0.0834,0.5780,0.6828,0.6245,0.5923,0.6370,0.7252,0.6991,0.7075,0.6954,0.7185,0.0011,0.0014,0.0163,0.0077,0.0032,0.0000,0.0010,0.0002,0.0001,0.0043,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
2029-03-01,0.9980,0.9956,1.0047,1.0071,1.0136,0.9938,0.9991,0.9960,0.9921,1.0001,1.0104,0.9979,3517.97,5228.04,4171.83,2640.43,2031.71,1165.36,223.49,2667.81,1814.18,562.09,1.1344,0.6541,1.0341,1.4146,1.0097,0.5663,0.9496,0.2787,0.2869,-0.0973,0.5850,0.6923,0.6358,0.5882,0.6581,0.7194,0.6907,0.7011,0.6885,0.7152,0.0012,0.0021,0.0154,0.0087,0.0008,0.0000,0.0011,0.0002,0.0001,0.0015,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
2029-04-01,0.9984,0.9978,1.0031,1.0078,1.0148,0.9920,0.9988,0.9966,0.9933,0.9994,1.0096,0.9978,3525.83,5239.24,4165.59,2640.95,2039.62,1169.14,224.01,2669.19,1819.59,561.83,1.1322,0.6527,1.0359,1.4145,1.0059,0.5654,0.9476,0.2810,0.2879,-0.1115,0.5878,0.6917,0.6323,0.5970,0.6408,0.6958,0.7010,0.7192,0.7091,0.7129,0.0076,0.0085,0.0203,0.0152,0.0100,0.0053,0.0019,0.0007,0.0057,0.0033,0.9551,0.9591,0.9767,0.9620,0.9565,0.9679,0.9969,1.0000,0.9679,1.0000
2029-05-01,0.9998,0.9988,1.0005,1.0077,1.0140,0.9925,0.9979,0.9983,0.9930,1.0006,1.0098,0.9970,3530.94,5238.53,4161.56,2643.73,2047.85,1172.02,223.96,2677.19,1822.60,563.81,1.1308,0.6527,1.0372,1.4132,1.0018,0.5650,0.9481,0.2826,0.2893,-0.1251,0.5937,0.6966,0.6111,0.5867,0.6552,0.6982,0.7014,0.7075,0.7024,0.6928,0.0073,0.0062,0.0196,0.0055,0.0069,0.0049,0.0022,0.0001,0.0041,0.0007,0.9779,0.9800,0.9885,0.9817,0.9787,0.9846,0.9986,1.0000,0.9851,1.0000
