# World Bank Open Data NE.TRD.GNFS.ZS, last updated 2026-07-13, CC BY 4.0
iso3,year,value
AFG,2020,46.7098945514103
AFG,2021,51.4117163747271
AFG,2022,72.8854696086536
AFG,2023,66.9995780621951
AFG,2024,83.763025087768
AGO,2010,90.9940631357987
AGO,2011,89.0369443426985
AGO,2012,81.939478548327
AGO,2013,77.3498013719917
AGO,2014,69.5801424480502
AGO,2015,54.9793808780995
AGO,2016,46.3256130571521
AGO,2017,44.9963253203189
AGO,2018,58.2698953890633
AGO,2019,60.3713068739603
AGO,2020,54.6604030683749
AGO,2021,62.5287705320674
AGO,2022,56.5380722280743
AGO,2023,53.6070126498686
AGO,2024,49.8489506740963
AGO,2025,34.6466403704517
ALB,2010,75.5325329687378
ALB,2011,80.6989985298954
ALB,2012,76.9683583166821
ALB,2013,75.7506185619748
ALB,2014,75.0212023084129
ALB,2015,71.2794476606014
ALB,2016,74.0144504546815
ALB,2017,76.7873817898989
ALB,2018,75.6940783717425
ALB,2019,75.382128932689
ALB,2020,59.5206994391875
ALB,2021,75.5904040905009
ALB,2022,84.6980435944865
ALB,2023,82.3524933990723
ALB,2024,79.4546360752224
ALB,2025,79.5328146239161
ARE,2010,135.485740301669
ARE,2011,144.176829734392
ARE,2012,156.637656972961
ARE,2013,157.398122639247
ARE,2014,159.515630313713
ARE,2015,164.286142899252
ARE,2016,165.394966240337
ARE,2017,165.476523652994
ARE,2018,154.747042166299
ARE,2019,163.822149025614
ARE,2020,181.291940227998
ARE,2021,182.909401076776
ARE,2022,185.741660631894
ARE,2023,199.044950127107
ARG,2010,34.9710132635696
ARG,2011,35.2061549999644
ARG,2012,30.5265423717108
ARG,2013,29.3339290021037
ARG,2014,28.4067936452275
ARG,2015,22.4862260889792
ARG,2016,26.0938878488799
ARG,2017,25.2896011376779
ARG,2018,30.7625359549926
ARG,2019,32.6306150458499
ARG,2020,30.203698807416
ARG,2021,33.078689567466
ARG,2022,31.5801792606256
ARG,2023,26.6769512482215
ARG,2024,27.929760849367
ARG,2025,30.364633685192
ARM,2010,64.642975973633
ARM,2011,69.4355736620453
ARM,2012,75.9616759606704
ARM,2013,77.5550481598824
ARM,2014,75.778866962639
ARM,2015,71.6820743427575
ARM,2016,76.0779674593548
ARM,2017,87.202376539837
ARM,2018,92.473107021212
ARM,2019,97.847004865327
ARM,2020,70.1213571368789
ARM,2021,79.2489057647112
ARM,2022,103.878629213508
ARM,2023,123.418750077627
ARM,2024,150.064726588742
ARM,2025,101.705936395702
ATG,2014,141.546161057996
ATG,2015,130.071549851721
ATG,2016,132.025917905085
ATG,2017,127.664323582144
ATG,2018,130.655152659419
ATG,2019,137.537783631991
ATG,2020,94.289529886499
ATG,2021,101.074960584779
ATG,2022,118.302584056113
AUS,2010,40.3905070860606
AUS,2011,41.7219860149689
AUS,2012,43.0198495527558
AUS,2013,41.100511881056
AUS,2014,42.2993095385282
AUS,2015,41.4947506939901
AUS,2016,40.813402217321
AUS,2017,42.0354135251854
AUS,2018,43.5732253645218
AUS,2019,46.0016827052171
AUS,2020,44.499564103879
AUS,2021,40.2022359390595
AUS,2022,45.6946418805752
AUS,2023,49.044339318428
AUS,2024,47.1453811065195
AUS,2025,45.9014493880126
